processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	
GBMNE53829-22	MZ099331	16349397	 	MZ099331	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53838-22	MZ099444	16349406	 	MZ099444	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ZSILG616-22	ZSILG_ZS-3003	15231384	ZS-3003	ZSILG_ZS-3003	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG617-22	ZSILG_ZS-2996	15231385	ZS-2996	ZSILG_ZS-2996	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG623-22	ZSILG_ZS-3009	15231391	ZS-3009	ZSILG_ZS-3009	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG632-22	ZSILG_ZS-3376	15231401	ZS-3376	ZSILG_ZS-3376	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG735-22	ZSILG_ZS-3355	15236878	ZS-3355	ZSILG_ZS-3355	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG749-22	ZSILG_ZS-3353	15236893	ZS-3353	ZSILG_ZS-3353	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ABRMM057-06	ROM 102287	308160	102287	PM13206	Royal Ontario Museum	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	Metro Toronto Zoo	 	I	F	S	 	 	 	 	 	 	Exception - Zoological Park	 	 	 	
CAR048-11	bPon13	1911290	 	bPon13	Pontificia Universidade do Rio Grande do Sul, Laboratorio de Biologia Genomica e Molecular	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	 	 	 	 	 	Brazil	Amazonas	 	 	
CAR057-11	Ppa286	1911299	 	Ppa286	National Institutes of Health, Laboratory of Genomic Diversity, United States	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	 	13.6622	101.087	Coordinates from country centroid	 	Thailand	 	 	 	
CBPPA008-17	CBPPa_008	8527171	CBPPa_008	CBPPa_008	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	 	 	 	 	13.004	107.22	 	 	Cambodia	 	 	 	
CYTC918-12	JF357973	2475223	 	JF357973	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	Panthera tigris altaica	haplogroup:|haplotype:|isolate:ALTAICA4|subspecies:altaica|Note:|	 	 	 	 	 	 	 	 	
GBCHO2918-23	XR_008422050	19913748	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15953-19	MH124096	10866217	STP176937	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18156-19	AY736601	9785731	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18159-19	AY736604	9785734	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA19925-19	KP992945	9787595	 	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA20023-19	KJ866876	9787693	 	 	Mined from GenBank, NCBI	BOLD:ADW0817	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28115-19	MH588612	9795785	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	51.083	10.4262	Coordinates from country centroid	 	Germany	 	 	 	
GBMA28122-19	MH588619	9795792	 	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	-28.5536	24.7525	Coordinates from country centroid	 	South Africa	 	 	 	
GBMA28125-19	MH588622	9795795	 	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	23.5863	81.173	Coordinates from country centroid	 	India	 	 	 	
GBMA28130-19	MH588627	9795800	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	0.15592	113.965	Coordinates from country centroid	 	Indonesia	 	 	 	
ZSILG624-22	ZSILG_ZS-3315	15231392	ZS-3315	ZSILG_ZS-3315	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG657-22	ZSILG_ZS-1125	15231428	ZS-1125	ZSILG_ZS-1125	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG659-22	ZSILG_ZS-3010	15231430	ZS-3010	ZSILG_ZS-3010	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG733-22	ZSILG_ZS-3331	15236876	ZS-3331	ZSILG_ZS-3331	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG754-22	ZSILG_ZS-3378	15236898	ZS-3378	ZSILG_ZS-3378	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG758-22	ZSILG_ZS-3461	15236903	ZS-3461	ZSILG_ZS-3461	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF039-19	ZSI_2019_FI-32	10562485	MT-1103	MT-1103	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	Adult	 	 	 	 	 	 	 	 	India	West Bengal	Sundarban National Park	 	
ZSIWF067-21	ZSI-2021-FI-109	13849578	FI-109	ZSI-2021-FI-109	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	23.5863	81.173	Coordinates from country centroid	 	India	 	 	 	
ZSIWF071-21	ZSI-2021-FI-83ii	13849582	FI-83ii	ZSI-2021-FI-83ii	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF090-22	ZSI-2022-FI-129B	14464552	ZSI-2022-FI-129B	ZSI-2022-FI-129B	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	23.5863	81.173	Coordinates from country centroid	 	India	 	 	 	
CAR050-11	Pon50	1911292	 	Pon50	Pontificia Universidade do Rio Grande do Sul, Laboratorio de Biologia Genomica e Molecular	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	see Eizirik et al. 2001, Mol. Ecol., vol. 10,  p. 65-79	-23.4219	-58.3891	Coordinates from country centroid	 	Paraguay	 	 	 	
CAR055-11	Ple153	1911297	 	Ple153	National Institutes of Health, Laboratory of Genomic Diversity, United States	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	 	-28.5536	24.7525	Coordinates from country centroid	 	South Africa	 	 	 	
GBCHO2602-23	XR_006196895	19913432	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2931-23	XR_008422068	19913761	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBMA16181-17	KJ862185	8457355	S18	KJ862185	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18151-19	AY736596	9785726	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA20220-19	KX258451	9787890	 	 	Mined from GenBank, NCBI	BOLD:AEW2394	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	57.5505	-98.4168	Coordinates from country centroid	 	Canada	 	 	 	
GBMA21180-19	KP001504	9788850	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNA13468-19	JQ904290	9630561	 	JQ904290	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	483217	Panthera leo persica	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
TZMAM034-15	ISIS 13434	6219160	ISIS#13434	PM#	Metropolitan Toronto Zoo	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	Michael Dobrovetsky	 	 	 	 	Adult	M	S	Snow Leopard	Wild	 	 	 	 	Exception - Zoological Park	 	Kirgiz, USSR	 	
ZSILG270-21	ZSILG270-21	13843898	MT-2040	ZSILG270-21	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG459-22	ZSILG_ZS-73	15195046	ZS-73	ZSILG_ZS-73	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG580-22	ZSILG_ZS-1000	15204084	ZS-1000	ZSILG_ZS-1000	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG620-22	ZSILG_ZS-2099	15231388	ZS-2099	ZSILG_ZS-2099	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG709-22	ZSILG_ZS-3227	15236850	ZS-3227	ZSILG_ZS-3227	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG710-22	ZSILG_ZS-3228	15236851	ZS-3228	ZSILG_ZS-3228	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG713-22	ZSILG_ZS-3234	15236855	ZS-3234	ZSILG_ZS-3234	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG739-22	ZSILG_ZS-3341	15236882	ZS-3341	ZSILG_ZS-3341	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG753-22	ZSILG_ZS-3377	15236897	ZS-3377	ZSILG_ZS-3377	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG756-22	ZSILG_ZS-3432	15236901	ZS-3432	ZSILG_ZS-3432	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF072-21	ZSI-2021-FI-83iii	13849583	FI-83iii	ZSI-2021-FI-83iii	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF151-23	ZSI-2023-FI-225(S2)	17351581	FI-225(S2)	ZSI-2023-FI-225(S2)	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF176-23	ZSI-2023-FI-245(S1)	17921970	MT-6520	ZSI-2023-FI-245(S1)	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF179-23	ZSI-2023-FI-245(S4)	17921973	MT-6523	ZSI-2023-FI-245(S4)	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF180-23	ZSI-2023-FI-245(S5)	17921974	MT-6525	ZSI-2023-FI-245(S5)	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ABRMM002-06	ROM PM13004	308105	 	PM13004	Royal Ontario Museum	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	Metro Toronto Zoo	 	I	 	S	 	 	 	 	 	 	 	 	 	 	
CAR052-11	Pon56	1911294	 	Pon56	Pontificia Universidade do Rio Grande do Sul, Laboratorio de Biologia Genomica e Molecular	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	see Eizirik et al. 2001, Mol. Ecol., vol. 10,  p. 65-79	 	 	 	 	Venezuela	Falcon	 	 	
CAR053-11	Pon61	1911295	 	Pon61	Pontificia Universidade do Rio Grande do Sul, Laboratorio de Biologia Genomica e Molecular	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	see Eizirik et al. 2001, Mol. Ecol., vol. 10,  p. 65-79	7.14832	-66.3649	Coordinates from country centroid	 	Venezuela	 	 	 	
CAR209-11	tiger1	1911451	 	tiger1	Parque Zoologico Sapucaia do Sul	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	Raquel Von Hohendorff	 	 	 	 	A	 	 	Check provenance - Country	Faecal sample from Zoo animal	-11.5246	-54.3552	Coordinates from country centroid	 	Brazil	 	 	 	
CAR325-11	tiger2	1911916	 	tiger2	Parque Zoologico Sapucaia do Sul	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	Raquel Von Hohendorff	 	 	Paulo B. Chaves	 	A	 	 	Check provenance - Country	Faecal sample from Zoo animal	-11.5246	-54.3552	Coordinates from country centroid	 	Brazil	 	 	 	
CBPPA005-17	CBPPa_005	8527168	CBPPa_005	CBPPa_005	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	F	 	 	 	12.914	107.362	 	 	Cambodia	 	 	 	
GBCHO2910-23	XR_008420831	19913740	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15952-19	MH124095	10866216	STP176904	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18150-19	AY736595	9785725	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1903-09	FJ455124	1018097	FJ455124	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21181-19	KP001505	9788851	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28112-19	MG792277	9795782	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	1995-01-01	 	 	 	 	 	-0.729439	14.8797	Coordinates from country centroid	 	Republic of the Congo	 	 	 	
GENG057-12	BIOMTWL-BLE-063	2617353	00-01C2-A71B	00-01C2-A71B	Gujarat State Biotechnology Mission	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	483217	Panthera leo persica	Snehal Bagatharia	DNA/Tissue Vouchered Only	Blood [BIOMTWL-BLE-017]	Bagatharia,S.B., Joshi,M.N., Pandya,R.V., Sharma,A.C., Patel,R.P., Jasmani,F.P., Panchal,O.V., Desai,S.M. and Saxena,A.K.	2011-07-13	A	 	S	 	 	21.542	70.4653	 	 	India	Gujarat	Saurashtra	Shakkarbagh zoo	
ZSILG240-21	ZSILG240-21	13841201	MT-3197	ZSILG240-21	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	23.5863	81.173	Coordinates from country centroid	 	India	 	 	 	
ZSILG611-22	ZSILG_ZS-3031	15231379	ZS-3031	ZSILG_ZS-3031	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG615-22	ZSILG_ZS-3334	15231383	ZS-3334	ZSILG_ZS-3334	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG630-22	ZSILG_ZS-3073	15231399	ZS-3073	ZSILG_ZS-3073	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG639-22	ZSILG_ZS-3025	15231408	ZS-3025	ZSILG_ZS-3025	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG655-22	ZSILG_ZS-3401	15231425	ZS-3401	ZSILG_ZS-3401	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG716-22	ZSILG_ZS-3238	15236858	ZS-3238	ZSILG_ZS-3238	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG717-22	ZSILG_ZS-3239	15236859	ZS-3239	ZSILG_ZS-3239	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG719-22	ZSILG_ZS-3241	15236861	ZS-3241	ZSILG_ZS-3241	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG748-22	ZSILG_ZS-3352	15236892	ZS-3352	ZSILG_ZS-3352	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG750-22	ZSILG_ZS-3354	15236894	ZS-3354	ZSILG_ZS-3354	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG865-23	ZSI_CM-MT-5564	16837389	MT-5564	ZSI_CM-MT-5564	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
